2007-11-04,3027 X,3027 Y,3028 X,3028 Y,3029 X,3029 Y,3030 X,3030 Y,3031 X,3031 Y,3032 X,3032 Y,3033 X,3033 Y,3034 X,3034 Y,3035 X,3035 Y,3036 X,3036 Y,3037 X,3037 Y,3039 X,3039 Y,3040 X,3040 Y,3041 X,3041 Y,3103 X,3103 Y
9:36,-,-,-,-,-,-,-,-,-,-,-,-,42.37842,-72.535645,-,-,42.32034,-72.53448,-,-,42.253754,-72.57454,-,-,-,-,-,-,-,-
9:37,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.32164,-72.53422,-,-,42.254314,-72.57719,-,-,-,-,-,-,-,-
9:38,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.32223,-72.52969,-,-,42.25771,-72.57591,-,-,-,-,-,-,-,-
9:39,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.325146,-72.52897,-,-,42.26359,-72.572235,-,-,-,-,-,-,-,-
9:40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.325222,-72.531105,-,-,42.268757,-72.56633,-,-,-,-,-,-,-,-
9:41,-,-,-,-,-,-,-,-,-,-,-,-,42.378212,-72.535385,-,-,42.32523,-72.53119,-,-,42.27798,-72.561676,-,-,-,-,-,-,-,-
9:42,-,-,-,-,-,-,-,-,-,-,-,-,42.37814,-72.53603,-,-,42.325287,-72.53117,-,-,42.283356,-72.551186,-,-,-,-,-,-,-,-
9:43,-,-,-,-,-,-,-,-,-,-,-,-,42.378113,-72.53607,-,-,42.3251,-72.5289,-,-,42.287815,-72.53828,-,-,-,-,-,-,-,-
9:44,-,-,-,-,-,-,42.37812,-72.53518,-,-,-,-,42.378105,-72.53597,-,-,42.322178,-72.529785,-,-,42.296288,-72.531166,-,-,-,-,-,-,-,-
9:45,-,-,-,-,-,-,42.378147,-72.53518,-,-,-,-,42.378117,-72.53607,-,-,42.321728,-72.53422,-,-,42.305943,-72.529465,-,-,-,-,-,-,-,-
9:46,-,-,-,-,-,-,42.378117,-72.53525,-,-,-,-,42.37812,-72.536125,-,-,42.320385,-72.534386,-,-,42.315163,-72.53061,-,-,-,-,-,-,-,-
9:47,-,-,-,-,-,-,42.378136,-72.535225,-,-,-,-,42.378098,-72.53615,-,-,42.31926,-72.52799,-,-,42.319626,-72.52899,-,-,-,-,-,-,-,-
9:48,-,-,-,-,-,-,42.378147,-72.53517,-,-,-,-,42.378113,-72.53612,-,-,42.314972,-72.53067,-,-,42.32102,-72.53364,-,-,-,-,-,-,-,-
9:49,-,-,-,-,-,-,42.37815,-72.53517,-,-,-,-,42.378105,-72.536125,-,-,42.30646,-72.53049,-,-,42.321915,-72.53076,-,-,-,-,-,-,-,-
9:50,-,-,-,-,-,-,42.378143,-72.535164,-,-,-,-,42.378155,-72.536095,-,-,42.296932,-72.53112,-,-,42.32483,-72.5287,-,-,-,-,-,-,-,-
9:51,-,-,-,-,-,-,42.37814,-72.53517,-,-,-,-,42.378136,-72.53594,-,-,42.28893,-72.536156,-,-,42.325245,-72.5311,-,-,-,-,-,-,-,-
9:52,-,-,-,-,-,-,42.37813,-72.53517,-,-,-,-,42.37812,-72.536026,-,-,42.284805,-72.54765,-,-,42.325085,-72.52911,-,-,-,-,-,-,-,-
9:53,-,-,-,-,-,-,42.378124,-72.53519,-,-,-,-,42.37809,-72.53608,-,-,42.28006,-72.55923,-,-,42.323284,-72.524826,-,-,-,-,-,-,-,-
9:54,-,-,-,-,-,-,42.378124,-72.53524,-,-,-,-,42.3781,-72.53606,-,-,42.271923,-72.56562,-,-,42.332947,-72.52357,-,-,-,-,-,-,-,-
9:55,-,-,-,-,-,-,42.37815,-72.535194,-,-,-,-,42.37806,-72.53645,-,-,42.266693,-72.57117,-,-,42.340748,-72.51995,-,-,-,-,-,-,-,-
9:56,-,-,-,-,-,-,42.37814,-72.535225,-,-,-,-,42.378082,-72.53624,-,-,42.25945,-72.57441,-,-,42.34741,-72.5202,-,-,-,-,-,-,-,-
9:57,-,-,-,-,-,-,42.37814,-72.53519,-,-,-,-,42.378086,-72.5363,-,-,42.25805,-72.57303,-,-,42.352245,-72.520676,-,-,-,-,-,-,-,-
9:58,-,-,-,-,-,-,42.37811,-72.53519,-,-,-,-,42.378033,-72.53615,-,-,42.255203,-72.57275,-,-,42.354992,-72.52072,-,-,-,-,-,-,-,-
9:59,-,-,-,-,-,-,42.378147,-72.53521,-,-,-,-,42.37804,-72.53603,-,-,42.254185,-72.57424,-,-,42.3612,-72.52076,-,-,-,-,-,-,-,-
10:0,-,-,-,-,-,-,42.37816,-72.53513,-,-,-,-,42.378067,-72.53616,-,-,42.254234,-72.5742,-,-,42.37004,-72.51983,-,-,-,-,-,-,-,-
10:1,-,-,42.39626,-72.53349,-,-,42.37817,-72.53517,-,-,-,-,42.378128,-72.53623,-,-,42.254185,-72.57419,-,-,42.373096,-72.518845,-,-,-,-,-,-,-,-
10:2,-,-,42.39626,-72.53347,-,-,42.378166,-72.535164,-,-,-,-,42.378094,-72.5362,-,-,42.25427,-72.57429,-,-,42.37326,-72.51959,-,-,-,-,-,-,-,-
10:3,-,-,42.39622,-72.53353,-,-,42.37811,-72.53516,-,-,-,-,42.378185,-72.53616,-,-,42.25418,-72.57421,-,-,42.375378,-72.51987,-,-,-,-,-,-,-,-
10:4,-,-,42.396214,-72.53355,-,-,42.3781,-72.5352,-,-,-,-,42.378166,-72.536156,-,-,42.254158,-72.577034,-,-,42.377483,-72.519875,-,-,-,-,-,-,-,-
10:5,-,-,42.396214,-72.53353,-,-,42.37809,-72.535255,-,-,-,-,42.37812,-72.53617,-,-,42.25846,-72.57554,-,-,42.38125,-72.519264,-,-,-,-,-,-,-,-
10:6,-,-,42.396225,-72.533516,-,-,42.378117,-72.53526,-,-,-,-,42.378117,-72.53616,-,-,42.265144,-72.57187,-,-,42.383095,-72.52049,-,-,-,-,-,-,-,-
10:7,-,-,42.396217,-72.53352,-,-,42.37813,-72.53523,-,-,-,-,42.37806,-72.53615,-,-,42.26899,-72.566246,-,-,42.385986,-72.52377,-,-,-,-,-,-,-,-
10:8,-,-,42.396217,-72.53352,-,-,42.378155,-72.53521,-,-,-,-,42.37803,-72.53622,-,-,42.27762,-72.56243,-,-,42.387127,-72.52649,-,-,-,-,-,-,-,-
10:9,-,-,42.396214,-72.53352,-,-,42.378155,-72.535225,-,-,-,-,42.378067,-72.53604,-,-,42.28274,-72.55276,-,-,42.387005,-72.52652,-,-,-,-,-,-,-,-
10:10,-,-,42.39622,-72.53352,-,-,42.378143,-72.53518,-,-,-,-,42.378086,-72.53598,-,-,42.28611,-72.5423,-,-,42.387047,-72.52657,-,-,-,-,-,-,-,-
10:11,-,-,42.39619,-72.53351,-,-,42.378155,-72.53517,-,-,-,-,42.378048,-72.53616,-,-,42.29286,-72.53181,-,-,42.386723,-72.52638,-,-,-,-,-,-,-,-
10:12,-,-,42.396194,-72.53351,-,-,42.378147,-72.535164,-,-,-,-,42.378,-72.53613,-,-,42.30367,-72.52766,-,-,42.385876,-72.52275,-,-,-,-,-,-,-,-
10:13,-,-,42.396225,-72.53353,-,-,42.37814,-72.535164,-,-,-,-,42.37808,-72.53638,-,-,42.310253,-72.52968,-,-,42.381775,-72.51968,-,-,-,-,-,-,-,-
10:14,-,-,42.39623,-72.53352,-,-,42.378136,-72.5352,-,-,-,-,42.37811,-72.53627,-,-,42.318905,-72.528465,-,-,42.377895,-72.520035,-,-,-,-,-,-,-,-
10:15,-,-,42.396236,-72.53353,-,-,42.378143,-72.535194,-,-,-,-,42.378143,-72.5362,-,-,42.32069,-72.5344,-,-,42.377644,-72.51996,-,-,-,-,-,-,-,-
10:16,-,-,42.39624,-72.53353,-,-,42.37815,-72.53523,-,-,-,-,42.378128,-72.53618,-,-,42.32173,-72.53258,-,-,42.37448,-72.519936,-,-,-,-,-,-,-,-
10:17,-,-,42.39624,-72.533516,-,-,42.378147,-72.53522,-,-,-,-,42.378143,-72.53621,-,-,42.32249,-72.528984,-,-,42.373367,-72.5199,-,-,-,-,-,-,-,-
10:18,-,-,42.39623,-72.5335,-,-,42.37815,-72.535194,-,-,-,-,42.37816,-72.53619,-,-,42.325127,-72.530426,-,-,42.372387,-72.51977,-,-,-,-,-,-,-,-
10:19,-,-,42.39623,-72.53349,-,-,42.378155,-72.53518,-,-,-,-,42.37805,-72.53616,-,-,42.324944,-72.53115,-,-,42.373104,-72.51883,-,-,-,-,-,-,-,-
10:20,-,-,42.396248,-72.53352,-,-,42.378147,-72.53517,-,-,-,-,42.378124,-72.536316,-,-,42.323006,-72.52855,-,-,42.373123,-72.518906,-,-,-,-,-,-,-,-
10:21,-,-,42.39624,-72.533516,-,-,42.378143,-72.535164,-,-,-,-,42.378098,-72.53634,-,-,42.32168,-72.533005,-,-,42.37311,-72.51886,-,-,-,-,-,-,-,-
10:22,-,-,42.396248,-72.53353,-,-,42.378166,-72.535194,-,-,-,-,42.378063,-72.53635,-,-,42.32105,-72.53434,-,-,42.369804,-72.51991,-,-,-,-,-,-,-,-
10:23,-,-,42.39624,-72.53353,-,-,42.37815,-72.53519,-,-,-,-,42.37809,-72.53624,-,-,42.319763,-72.53995,-,-,42.359444,-72.52085,-,-,-,-,-,-,-,-
10:24,-,-,42.396233,-72.533516,-,-,42.378147,-72.53516,-,-,-,-,42.378086,-72.5362,-,-,42.32157,-72.55049,-,-,42.352856,-72.52062,-,-,-,-,42.393597,-72.53268,-,-
10:25,-,-,42.39623,-72.533516,-,-,42.37816,-72.535164,-,-,-,-,42.37809,-72.53618,-,-,42.329052,-72.56067,-,-,42.34344,-72.520386,-,-,-,-,42.393627,-72.53272,-,-
10:26,-,-,42.39619,-72.53349,-,-,42.37813,-72.535194,-,-,-,-,42.378124,-72.53628,-,-,42.329945,-72.57114,-,-,42.3363,-72.522575,-,-,-,-,42.393635,-72.532646,-,-
10:27,-,-,42.39622,-72.53352,-,-,42.378143,-72.5352,-,-,-,-,42.378098,-72.53626,-,-,42.331844,-72.57782,-,-,42.325123,-72.52459,-,-,-,-,42.39362,-72.5327,-,-
10:28,-,-,42.396225,-72.53352,-,-,42.37814,-72.53517,-,-,-,-,42.37813,-72.536255,-,-,42.334385,-72.587875,-,-,42.325123,-72.528656,-,-,-,-,42.393616,-72.5326,-,-
10:29,-,-,42.39623,-72.533516,-,-,42.37814,-72.53518,-,-,-,-,42.37816,-72.53627,-,-,42.33639,-72.59931,-,-,42.325253,-72.531044,-,-,-,-,42.393143,-72.5327,-,-
10:30,-,-,42.39623,-72.5335,-,-,42.378143,-72.53519,-,-,-,-,42.377964,-72.53619,-,-,42.339493,-72.608444,-,-,42.32533,-72.530975,-,-,-,-,42.395515,-72.532074,-,-
10:31,-,-,42.396225,-72.5335,-,-,42.37814,-72.535164,-,-,-,-,42.378117,-72.536316,-,-,42.336082,-72.618324,-,-,42.32529,-72.53102,-,-,-,-,42.396492,-72.527504,-,-
10:32,-,-,42.396233,-72.533516,-,-,42.37813,-72.535194,-,-,-,-,42.37807,-72.536125,-,-,42.33408,-72.620544,-,-,42.324234,-72.5286,-,-,-,-,42.404156,-72.52966,-,-
10:33,-,-,42.39624,-72.5335,-,-,42.37813,-72.53517,-,-,-,-,42.378033,-72.5363,-,-,42.330692,-72.62316,-,-,42.321865,-72.531815,-,-,-,-,42.40621,-72.53183,-,-
10:34,-,-,42.39625,-72.53353,-,-,42.37813,-72.53518,-,-,-,-,42.37798,-72.536125,-,-,42.32542,-72.62522,-,-,42.320255,-72.53415,-,-,-,-,42.405827,-72.532585,-,-
10:35,-,-,42.396255,-72.53353,-,-,42.37813,-72.53518,-,-,-,-,42.37795,-72.53604,-,-,42.320194,-72.62866,-,-,42.31793,-72.52937,-,-,-,-,42.405804,-72.53255,-,-
10:36,-,-,42.39624,-72.53352,-,-,42.378128,-72.53518,-,-,-,-,42.377956,-72.53612,-,-,42.319115,-72.63023,-,-,42.30876,-72.529495,-,-,-,-,42.405807,-72.532455,-,-
10:37,-,-,42.39623,-72.53353,-,-,42.378128,-72.535194,-,-,-,-,42.378,-72.53609,-,-,42.31787,-72.633644,-,-,42.29925,-72.52957,-,-,-,-,42.404964,-72.53232,-,-
10:38,-,-,42.396233,-72.53352,-,-,42.37813,-72.53517,-,-,-,-,42.378067,-72.53614,-,-,42.319153,-72.636536,-,-,42.288696,-72.53697,-,-,-,-,42.404892,-72.529686,-,-
10:39,-,-,-,-,-,-,42.378128,-72.535194,-,-,-,-,42.37797,-72.53607,-,-,42.319954,-72.63806,-,-,42.284023,-72.549644,-,-,-,-,42.402557,-72.52875,-,-
10:40,-,-,-,-,-,-,42.37813,-72.535194,-,-,-,-,42.37797,-72.53605,-,-,42.31998,-72.63764,-,-,42.27845,-72.5605,-,-,-,-,42.395657,-72.52725,-,-
10:41,-,-,-,-,-,-,42.37814,-72.53519,-,-,-,-,42.378056,-72.53629,-,-,42.31986,-72.6377,-,-,42.270554,-72.565895,-,-,-,-,42.39329,-72.52592,-,-
10:42,-,-,-,-,-,-,42.37813,-72.53518,-,-,-,-,42.378082,-72.5362,-,-,42.32003,-72.63776,-,-,42.264324,-72.57207,-,-,-,-,42.38931,-72.52478,-,-
10:43,-,-,-,-,-,-,42.378136,-72.53517,-,-,-,-,42.37795,-72.53622,-,-,42.31889,-72.63588,-,-,42.259483,-72.574394,-,-,-,-,42.38666,-72.52249,-,-
10:44,-,-,-,-,-,-,42.37813,-72.53521,-,-,-,-,42.37808,-72.5363,-,-,42.31767,-72.63441,-,-,42.25817,-72.57345,-,-,-,-,42.383835,-72.52109,-,-
10:45,-,-,-,-,-,-,42.37814,-72.53515,-,-,-,-,42.378048,-72.53625,-,-,42.31775,-72.63324,-,-,42.256546,-72.57211,-,-,-,-,42.381565,-72.51942,-,-
10:46,-,-,-,-,-,-,42.378143,-72.53518,-,-,-,-,42.378036,-72.53624,-,-,42.319157,-72.63027,-,-,42.254208,-72.57417,-,-,-,-,42.378696,-72.51998,-,-
10:47,-,-,42.39624,-72.53354,-,-,42.378143,-72.53518,-,-,-,-,42.37804,-72.53617,-,-,42.319405,-72.630005,-,-,42.254208,-72.57428,-,-,-,-,42.377914,-72.51998,-,-
10:48,-,-,42.39621,-72.53353,-,-,42.378136,-72.53517,-,-,-,-,42.378033,-72.536255,-,-,42.32116,-72.62774,-,-,42.254246,-72.57416,-,-,-,-,42.37602,-72.51993,-,-
10:49,-,-,42.396202,-72.53354,-,-,42.378143,-72.53519,-,-,-,-,42.378044,-72.5362,-,-,42.322903,-72.62519,-,-,42.25426,-72.57411,-,-,-,-,42.375683,-72.51918,-,-
10:50,-,-,42.396225,-72.53356,-,-,42.37816,-72.53517,-,-,-,-,42.37806,-72.536255,-,-,42.330845,-72.623085,-,-,42.254314,-72.5741,-,-,-,-,42.375885,-72.513374,-,-
10:51,-,-,42.396233,-72.53356,-,-,42.378143,-72.53517,-,-,-,-,42.37809,-72.536446,-,-,42.33795,-72.61608,-,-,42.25426,-72.574135,-,-,-,-,42.37566,-72.506294,-,-
10:52,-,-,42.396244,-72.53356,-,-,42.37813,-72.53517,-,-,-,-,42.37802,-72.53634,-,-,42.338074,-72.60781,-,-,42.25419,-72.57429,-,-,-,-,42.3758,-72.50062,-,-
10:53,-,-,42.396233,-72.53356,-,-,42.378143,-72.53518,-,-,-,-,42.378017,-72.53614,-,-,42.335884,-72.59648,-,-,42.254208,-72.57414,-,-,-,-,42.372753,-72.501366,-,-
10:54,-,-,-,-,-,-,42.378162,-72.535194,-,-,-,-,42.378094,-72.536224,-,-,42.33442,-72.58793,-,-,42.254196,-72.5742,-,-,-,-,42.369255,-72.50082,-,-
10:55,-,-,-,-,-,-,-,-,-,-,-,-,42.37809,-72.53612,-,-,42.332535,-72.57837,-,-,42.254204,-72.57416,-,-,-,-,42.370235,-72.49908,-,-
10:56,-,-,-,-,-,-,-,-,-,-,-,-,42.37811,-72.53619,-,-,42.330246,-72.57204,-,-,42.253593,-72.5746,-,-,-,-,42.371147,-72.49854,-,-
10:57,-,-,-,-,-,-,-,-,-,-,-,-,42.37803,-72.5362,-,-,42.32876,-72.56019,-,-,42.25419,-72.577095,-,-,-,-,42.365925,-72.49205,-,-
10:58,-,-,-,-,-,-,-,-,-,-,-,-,42.378002,-72.53606,-,-,42.32221,-72.55219,-,-,42.257607,-72.575966,-,-,-,-,42.35865,-72.48505,-,-
10:59,-,-,-,-,-,-,-,-,-,-,-,-,42.378067,-72.53624,-,-,42.319496,-72.54162,-,-,42.257713,-72.5758,-,-,-,-,42.352547,-72.47293,-,-
11:0,-,-,42.396156,-72.53349,-,-,-,-,-,-,-,-,42.37803,-72.5363,-,-,42.3211,-72.53364,-,-,42.25949,-72.57436,-,-,-,-,42.34625,-72.4679,-,-
11:1,-,-,42.396156,-72.5335,-,-,-,-,-,-,-,-,42.378044,-72.53614,-,-,42.32187,-72.53117,-,-,42.266724,-72.5712,-,-,-,-,42.343506,-72.461555,-,-
11:2,-,-,42.396168,-72.53354,-,-,-,-,-,-,-,-,42.378017,-72.53615,-,-,42.3235,-72.52831,-,-,42.272675,-72.56548,-,-,-,-,42.336193,-72.456825,-,-
11:3,-,-,42.39616,-72.53353,-,-,-,-,-,-,-,-,42.378017,-72.53611,-,-,42.325245,-72.53106,-,-,42.280556,-72.558426,-,-,-,-,42.329544,-72.44825,-,-
11:4,-,-,42.396152,-72.533516,-,-,-,-,-,-,-,-,42.37803,-72.53611,-,-,42.32511,-72.528915,-,-,42.285244,-72.54644,-,-,-,-,42.32473,-72.435905,-,-
11:5,-,-,42.39615,-72.53351,-,-,-,-,-,-,-,-,42.378143,-72.5362,-,-,42.322117,-72.52986,-,-,42.29032,-72.533356,-,-,-,-,42.31908,-72.42671,-,-
11:6,-,-,42.396145,-72.53351,-,-,-,-,-,-,-,-,42.378086,-72.53601,-,-,42.321754,-72.5341,-,-,42.30146,-72.52806,-,-,-,-,42.308422,-72.42188,-,-
11:7,-,-,42.39534,-72.5334,-,-,-,-,-,-,-,-,42.378036,-72.53601,-,-,42.32046,-72.53437,-,-,42.30868,-72.529686,-,-,-,-,42.29893,-72.41639,-,-
11:8,-,-,42.392693,-72.5334,-,-,-,-,-,-,-,-,42.378063,-72.53585,-,-,42.319492,-72.52855,-,-,42.31834,-72.52904,-,-,-,-,42.29158,-72.40948,-,-
11:9,-,-,42.39371,-72.53291,-,-,-,-,-,-,-,-,42.378117,-72.53593,-,-,42.313633,-72.530914,-,-,42.319794,-72.52927,-,-,-,-,42.287697,-72.40678,-,-
11:10,-,-,42.393684,-72.532906,-,-,-,-,-,-,-,-,42.378105,-72.53602,-,-,42.305367,-72.52901,-,-,42.321167,-72.533775,-,-,-,-,42.280117,-72.40357,-,-
11:11,-,-,42.393738,-72.532845,-,-,-,-,-,-,-,-,42.37809,-72.536064,-,-,42.29532,-72.53123,-,-,42.32201,-72.53021,-,-,-,-,42.277607,-72.400826,-,-
11:12,-,-,42.393707,-72.53285,-,-,-,-,-,-,-,-,42.378063,-72.53604,-,-,42.28813,-72.537994,-,-,42.32516,-72.52913,-,-,-,-,-,-,-,-
11:13,-,-,42.393726,-72.53289,-,-,-,-,-,-,-,-,42.37805,-72.53602,-,-,42.283844,-72.54996,-,-,42.32501,-72.53056,-,-,-,-,-,-,-,-
11:14,-,-,42.393707,-72.53288,-,-,-,-,-,-,-,-,42.378174,-72.53601,-,-,42.278618,-72.56024,-,-,42.32329,-72.52537,-,-,-,-,-,-,-,-
11:15,-,-,42.393703,-72.53288,-,-,-,-,-,-,-,-,42.378124,-72.5361,-,-,42.27195,-72.565575,-,-,42.32967,-72.52403,-,-,-,-,-,-,-,-
11:16,-,-,42.393703,-72.5329,-,-,-,-,-,-,-,-,42.37812,-72.53612,-,-,42.26608,-72.57173,-,-,42.340137,-72.52013,-,-,-,-,-,-,-,-
11:17,-,-,42.393726,-72.532906,-,-,-,-,-,-,-,-,42.378014,-72.53606,-,-,42.259647,-72.57413,-,-,42.34971,-72.519905,-,-,-,-,-,-,-,-
11:18,-,-,42.393703,-72.53289,-,-,-,-,-,-,-,-,42.37805,-72.5361,-,-,42.258068,-72.57296,-,-,42.35546,-72.52083,-,-,-,-,-,-,-,-
11:19,-,-,42.393703,-72.53287,-,-,-,-,-,-,-,-,42.378117,-72.53609,-,-,42.257854,-72.57196,-,-,42.363396,-72.52073,-,-,-,-,42.28483,-72.406586,-,-
11:20,-,-,42.393734,-72.5329,-,-,-,-,-,-,-,-,42.37813,-72.53611,-,-,42.255226,-72.57273,-,-,42.372288,-72.51945,-,-,-,-,42.288578,-72.40677,-,-
11:21,-,-,42.393303,-72.53245,-,-,-,-,-,-,-,-,42.378105,-72.53593,-,-,42.254246,-72.57412,-,-,42.373238,-72.51888,-,-,-,-,42.292076,-72.40987,-,-
11:22,-,-,42.390194,-72.53291,-,-,-,-,-,-,-,-,42.378105,-72.536026,-,-,42.254128,-72.57433,-,-,42.37434,-72.51983,-,-,-,-,42.29824,-72.41582,-,-
11:23,-,-,42.385082,-72.53177,-,-,-,-,-,-,-,-,42.378113,-72.53585,-,-,42.2542,-72.57695,-,-,42.375446,-72.5199,-,-,-,-,42.30688,-72.4209,-,-
11:24,-,-,42.382206,-72.53295,-,-,-,-,-,-,-,-,42.378124,-72.536095,-,-,42.256813,-72.57635,-,-,42.37566,-72.51985,-,-,-,-,42.31691,-72.42612,-,-
11:25,-,-,42.379356,-72.5341,-,-,-,-,-,-,-,-,42.378067,-72.53608,-,-,42.258984,-72.57503,-,-,42.378407,-72.51994,-,-,-,-,42.325222,-72.43302,-,-
11:26,-,-,42.377525,-72.533905,-,-,-,-,-,-,-,-,42.378086,-72.536156,-,-,42.265835,-72.57161,-,-,42.381355,-72.51932,-,-,-,-,42.328896,-72.446335,-,-
11:27,-,-,42.37672,-72.5327,-,-,-,-,-,-,-,-,42.37805,-72.53608,-,-,42.269703,-72.566,-,-,42.38311,-72.52058,-,-,-,-,42.334637,-72.45644,-,-
11:28,-,-,42.377155,-72.53429,-,-,-,-,-,-,-,-,42.37812,-72.5361,-,-,42.27842,-72.5608,-,-,42.385918,-72.522285,-,-,-,-,42.340065,-72.45826,-,-
11:29,-,-,42.377163,-72.53426,-,-,-,-,-,-,-,-,42.37808,-72.536064,-,-,42.28264,-72.55324,-,-,42.387337,-72.52611,-,-,-,-,42.34401,-72.46435,-,-
11:30,-,-,42.37719,-72.53426,-,-,-,-,-,-,-,-,42.37803,-72.53601,-,-,42.28688,-72.540596,-,-,42.38708,-72.526474,-,-,-,-,42.349068,-72.46943,-,-
11:31,-,-,42.37758,-72.53294,-,-,-,-,-,-,-,-,42.37795,-72.53656,-,-,42.294098,-72.53128,-,-,42.38618,-72.52619,-,-,-,-,42.35108,-72.47054,-,-
11:32,-,-,42.376793,-72.53345,-,-,-,-,-,-,-,-,42.37814,-72.53664,-,-,42.30313,-72.52763,-,-,42.385803,-72.52339,-,-,-,-,42.3529,-72.47337,-,-
11:33,-,-,42.377567,-72.53306,-,-,42.378117,-72.53547,-,-,-,-,42.37813,-72.536514,-,-,42.30962,-72.52953,-,-,42.380978,-72.51931,-,-,-,-,42.35496,-72.48031,-,-
11:34,-,-,42.37677,-72.533066,-,-,42.37815,-72.53543,-,-,-,-,42.37798,-72.53661,-,-,42.31837,-72.52898,-,-,42.37778,-72.52012,-,-,-,-,42.356834,-72.48247,-,-
11:35,-,-,42.37756,-72.53389,-,-,42.37816,-72.535385,-,-,-,-,42.37804,-72.53659,-,-,42.320267,-72.53351,-,-,42.375706,-72.51999,-,-,-,-,42.36229,-72.48811,-,-
11:36,-,-,42.376698,-72.532585,-,-,42.378162,-72.535416,-,-,-,-,42.37807,-72.53663,-,-,42.32118,-72.533844,-,-,42.374413,-72.51989,-,-,-,-,42.36635,-72.492516,-,-
11:37,-,-,42.376728,-72.53311,-,-,42.37815,-72.535416,-,-,-,-,42.37787,-72.53651,-,-,42.32182,-72.53224,-,-,42.373356,-72.51999,-,-,-,-,42.371166,-72.49848,-,-
11:38,-,-,42.376785,-72.53309,-,-,42.378155,-72.53542,-,-,-,-,42.377945,-72.536514,-,-,42.323357,-72.52845,-,-,42.373146,-72.51891,-,-,-,-,42.369274,-72.49924,-,-
11:39,-,-,42.376755,-72.5331,-,-,42.37813,-72.53541,-,-,-,-,42.378002,-72.53656,-,-,42.325268,-72.53113,-,-,42.37305,-72.51883,-,-,-,-,42.36936,-72.50202,-,-
11:40,-,-,42.376755,-72.5331,-,-,42.378155,-72.535416,-,-,-,-,42.37808,-72.536354,-,-,42.325047,-72.53039,-,-,42.373188,-72.518715,-,-,-,-,42.37274,-72.501236,-,-
11:41,-,-,42.37705,-72.53434,-,-,42.378147,-72.53541,-,-,-,-,42.378105,-72.53643,-,-,42.322308,-72.52935,-,-,42.373203,-72.5189,-,-,0.0,-0.0,42.376125,-72.50049,-,-
11:42,-,-,42.377525,-72.53237,-,-,42.378174,-72.53541,-,-,-,-,42.378086,-72.53625,-,-,42.321724,-72.53423,-,-,42.373287,-72.51963,-,-,0.0,-0.0,42.375694,-72.505135,-,-
11:43,-,-,42.37689,-72.534195,-,-,42.378178,-72.53542,-,-,-,-,42.378082,-72.53611,-,-,42.32081,-72.53438,-,-,42.367374,-72.5202,-,-,0.0,-0.0,42.37587,-72.51035,-,-
11:44,-,-,42.377502,-72.53232,-,-,42.378162,-72.53546,-,-,-,-,42.378067,-72.53573,-,-,42.319542,-72.54129,-,-,42.357224,-72.52096,-,-,0.0,-0.0,42.3759,-72.51264,-,-
11:45,-,-,42.376877,-72.534164,-,-,42.37818,-72.5354,-,-,-,-,42.37806,-72.53588,-,-,42.32333,-72.553925,-,-,42.347317,-72.5203,-,-,-,-,42.375877,-72.51675,-,-
11:46,-,-,42.37732,-72.53426,-,-,42.37826,-72.53553,-,-,-,-,42.378056,-72.53623,-,-,42.329865,-72.564926,-,-,42.341736,-72.51995,-,-,-,-,42.375793,-72.51954,-,-
11:47,-,-,42.3806,-72.53395,-,-,42.378174,-72.535446,-,-,-,-,42.37801,-72.5362,-,-,42.33143,-72.57555,-,-,42.33312,-72.52353,-,-,-,-,42.37614,-72.519905,-,-
11:48,-,-,42.382313,-72.5322,-,-,42.378178,-72.53557,-,-,-,-,42.378178,-72.53677,-,-,42.3337,-72.580765,-,-,42.323376,-72.5259,-,-,-,-,42.37797,-72.51984,-,-
11:49,-,-,42.38459,-72.5324,-,-,42.378033,-72.53608,-,-,-,-,42.378067,-72.536415,-,-,42.334415,-72.593155,-,-,42.325283,-72.531006,-,-,-,-,42.38184,-72.519585,-,-
11:50,-,-,42.386715,-72.53133,-,-,42.378223,-72.53701,-,-,-,-,42.37806,-72.53626,-,-,42.337254,-72.60432,-,-,42.325245,-72.53109,-,-,-,-,42.38683,-72.52253,-,-
11:51,-,-,42.39012,-72.532745,-,-,42.378212,-72.53639,-,-,-,-,42.378105,-72.53645,-,-,42.339417,-72.60842,-,-,42.324993,-72.53051,-,-,-,-,42.38922,-72.524734,-,-
11:52,-,-,42.39317,-72.532585,-,-,42.378147,-72.53583,-,-,-,-,42.37808,-72.53643,-,-,42.338722,-72.61431,-,-,42.32219,-72.529755,-,-,-,-,42.39258,-72.52555,-,-
11:53,-,-,42.394768,-72.5332,-,-,42.378174,-72.53587,-,-,-,-,42.37797,-72.53671,-,-,42.333893,-72.6207,-,-,42.321766,-72.53381,-,-,-,-,42.393936,-72.5261,-,-
11:54,-,-,-,-,-,-,42.378174,-72.53592,-,-,-,-,42.378815,-72.53721,-,-,42.33392,-72.62045,-,-,42.32049,-72.53436,-,-,-,-,42.39603,-72.527306,-,-
